Mapped_Country,Year,CO2_Emission,TSE_Subsidy,GSSE_Subsidy,PSE_Subsidy
Israel,2010,6504.79025106383,809.1164,137.0718,672.0446
Israel,2011,6643.618829787234,806.0199,126.1522,679.8677
Israel,2012,7105.867470212766,524.8794,138.5482,386.3312
Israel,2013,6426.980387234043,569.2306,126.6438,442.5867
Israel,2014,6227.560219148937,791.4301,132.3647,659.0654
Israel,2015,6649.7740659574465,1079.8895,166.3716,913.5179
Israel,2016,7193.20783488372,1212.9336,161.5167,1051.4169
Israel,2017,7006.539911627908,1065.5559,182.7256,882.8302
Israel,2018,7153.187134883721,819.6842,191.0941,628.5901
Israel,2019,7283.648614285715,1044.1191,218.428,825.691
Israel,2020,7205.592135714285,1291.3377,266.5572,1024.7805
Israel,2021,7404.194761904761,1303.3192,229.7159,1073.6034
Israel,2022,7739.151407142857,1472.7706,254.2469,1218.5237
Japan,1986,8426.984999999999,49613.6169,7035.5309,42662.0427
Japan,1987,8123.269266666666,45955.362,7867.5119,38187.3833
Japan,1988,8008.207808333334,49218.9665,8745.31,40581.6558
Japan,1989,8008.38705,48063.3067,8553.6601,39327.3014
Japan,1990,69869.01709137931,37393.0961,7393.9816,29850.0532
Japan,1991,69968.87938793103,41294.0683,8701.4263,32429.6232
Japan,1992,71448.67523448275,47411.2368,10032.2976,37214.8538
Japan,1993,70821.09174655173,58347.9456,14384.04,43758.1026
Japan,1994,74846.44914482758,72251.9611,15809.7188,56232.7698
Japan,1995,75636.94972413794,69820.865,18797.8163,50810.7993
Japan,1996,76589.0731862069,55602.8193,14597.7427,40819.7433
Japan,1997,76074.19951206897,49764.6093,13369.0102,36212.5546
Japan,1998,73298.96295172413,50811.7598,14740.1462,35979.3969
Japan,1999,74685.0705913793,56911.9455,12124.5587,44712.3927
Japan,2000,75414.82573965516,69388.5334,14559.6091,54777.6051
Japan,2001,72513.0088637931,59236.729,13125.2932,46080.1843
Japan,2002,73622.53417241378,54560.0708,11936.6058,42592.9685
Japan,2003,74610.94760172412,49031.6965,10939.5962,38062.3241
Japan,2004,76051.03411724139,42684.5113,8551.7776,34102.9645
Japan,2005,74896.08721206896,39958.9975,7442.631,32500.2935
Japan,2006,74440.67382068966,35433.3116,6605.2305,28814.8661
Japan,2007,75599.87305689655,31108.3229,7297.9727,23798.5637
Japan,2008,72795.78232931034,33911.1464,7493.2272,26405.3495
Japan,2009,66941.60644655173,37396.9421,7747.5196,29634.8067
Japan,2010,70665.57019482758,44192.1767,6352.9066,37828.946
Japan,2011,74976.20309137931,47268.0197,9056.9217,38203.5191
Japan,2012,76834.37538275862,53989.5177,8992.5195,44989.8823
Japan,2013,77811.56716034483,39461.6781,7441.2384,32014.8053
Japan,2014,75595.57759999999,33244.9589,6442.6639,26796.4562
Japan,2015,73569.5213775862,34240.8559,7168.4048,27065.7463
Japan,2016,73697.40762413792,42935.2718,8465.4612,34463.8265
Japan,2017,73508.98234482759,41936.5483,8398.6096,33533.1941
Japan,2018,70961.80456724139,39022.1528,7752.4988,31265.0505
Japan,2019,69327.29108103448,42708.3614,9297.4828,33405.9631
Japan,2020,66444.22831929824,46281.1502,10902.7961,35373.4224
Japan,2021,90436.10277441861,36440.3478,8771.3573,27664.3686
Japan,2022,90436.51977906976,30967.242,8763.7018,22199.49
Kazakhstan,1986,,,,
Kazakhstan,1987,,,,
Kazakhstan,1988,,,,
Kazakhstan,1989,,,,
Kazakhstan,1990,,,,
Kazakhstan,1991,,,,
Kazakhstan,1992,26701.773551851853,,,
Kazakhstan,1993,23894.42497222222,,,
Kazakhstan,1994,22665.137587037036,,,
Kazakhstan,1995,19179.459707407408,288.5887,1.1278,287.461
Kazakhstan,1996,16816.054783333333,-43.321,1.4606,-44.7816
Kazakhstan,1997,15480.132481481483,55.7055,29.9754,25.7301
Kazakhstan,1998,14802.620200000001,671.9398,31.3848,640.555
Kazakhstan,1999,14116.06142037037,135.3696,22.97,112.3996
Kazakhstan,2000,15027.22219074074,390.1535,45.2338,344.9197
Kazakhstan,2001,15673.995501851852,191.7205,84.4648,107.2557
Kazakhstan,2002,17090.62164814815,580.0919,88.8442,491.2477
Kazakhstan,2003,16360.989346296295,-235.7152,84.191,-320.7477
Kazakhstan,2004,18513.75460925926,82.7587,82.8953,-4.9045
Kazakhstan,2005,18867.42657777778,765.9995,97.0076,659.2616
Kazakhstan,2006,21032.603149056602,824.607,112.3781,698.0721
Kazakhstan,2007,21509.98942037037,393.5861,123.9514,258.1693
Kazakhstan,2008,22167.283487037035,386.7369,152.5288,210.0903
Kazakhstan,2009,20784.495372222224,1239.9457,157.2714,1064.0247
Kazakhstan,2010,23271.803103703704,1090.1062,273.787,784.3834
Kazakhstan,2011,22818.961964814815,1854.1758,299.5501,1518.4582
Kazakhstan,2012,21976.82424814815,1986.2407,344.0015,1625.1561
Kazakhstan,2013,22370.096114814816,2276.1455,483.3194,1772.4078
Kazakhstan,2014,21836.366014814816,1077.9717,450.5609,592.9348
Kazakhstan,2015,21816.01659074074,2055.3216,373.6647,1638.8665
Kazakhstan,2016,23004.86452962963,31.0693,248.2637,-234.9489
Kazakhstan,2017,25490.690887037035,848.3361,269.5041,562.9877
Kazakhstan,2018,23694.684701851853,814.5956,299.5013,503.0707
Kazakhstan,2019,23378.385874074072,1705.1731,255.6347,1250.0144
Kazakhstan,2020,22452.568218867927,1216.5681,261.2295,916.7984
Kazakhstan,2021,27827.909258139538,1092.9786,185.027,864.658
Kazakhstan,2022,27703.64375581395,828.6595,243.3781,571.4321
Mexico,1986,25269.89575,,,
Mexico,1987,24842.464125,,,
Mexico,1988,24408.392283333334,,,
Mexico,1989,25515.0527,,,
Mexico,1990,55343.85965510204,,,
Mexico,1991,56162.225981632655,7861.5095,704.8471,6661.5159
Mexico,1992,56301.63761224489,8565.0312,804.526,6980.1987
Mexico,1993,57427.05416326531,10527.5226,1050.28,8678.9071
Mexico,1994,58904.85377959184,7959.7823,918.5763,5829.164
Mexico,1995,58146.230871428575,-2.312,386.8168,-781.2001
Mexico,1996,59897.99653061225,1592.9624,245.4259,917.3604
Mexico,1997,62949.163630612245,4698.2834,291.0082,3727.6134
Mexico,1998,66678.04094285714,5551.5268,345.7659,4574.1835
Mexico,1999,64734.540565306124,6425.9374,449.0874,5373.5094
Mexico,2000,65592.54461428571,10299.57,647.9109,8922.6819
Mexico,2001,57917.563289795915,9344.6883,719.0405,8381.8694
Mexico,2002,58145.01916938775,11318.2514,660.594,10493.7279
Mexico,2003,60812.012063265305,7190.3605,781.4683,6314.3524
Mexico,2004,59892.82431632653,5024.0143,665.1489,4214.0972
Mexico,2005,62621.70552244898,5702.732,663.6496,4887.6285
Mexico,2006,65365.34993125,5381.1492,624.0827,4557.2146
Mexico,2007,65764.35856326531,5921.1656,727.5915,4836.6755
Mexico,2008,69429.33841428571,5639.2926,567.982,4695.8467
Mexico,2009,68226.67129183674,4811.5437,546.7062,4053.0375
Mexico,2010,66239.66960408163,6009.5838,557.0123,5251.9751
Mexico,2011,75092.03854693878,6124.0433,571.0985,5327.1376
Mexico,2012,74222.27887346939,6886.4878,737.1347,5740.3285
Mexico,2013,75135.27559795919,5943.4827,722.2114,4765.0991
Mexico,2014,80746.5632883721,6485.1124,872.4425,5071.738
Mexico,2015,79856.28613023256,6869.1017,763.2554,5559.2886
Mexico,2016,81049.7477511628,5229.727,547.677,4219.7306
Mexico,2017,80318.37651627907,5982.2834,508.7343,5046.7359
Mexico,2018,80304.7795372093,6401.8368,453.4845,5540.5283
Mexico,2019,80717.85325116279,6501.5845,433.0469,5822.7143
Mexico,2020,78780.9930883721,7454.1399,481.2735,6833.9463
Mexico,2021,81664.69985116279,6665.7876,489.625,6034.5161
Mexico,2022,83328.33873488371,6049.0165,645.5022,5165.8715
New Zealand,1986,14178.373227272728,916.8232,122.2729,794.5503
New Zealand,1987,13654.435163636364,378.4948,97.849,280.6458
New Zealand,1988,13718.747318181819,246.1203,104.3589,141.7614
New Zealand,1989,13154.710981818183,172.2065,79.5933,92.6132
New Zealand,1990,8466.115752727274,133.3878,62.6464,70.7414
New Zealand,1991,8334.766949090908,121.2718,64.7945,56.4773
New Zealand,1992,8281.87674,90.5888,54.0097,36.5791
New Zealand,1993,8367.072770909092,89.4763,59.3581,30.1182
New Zealand,1994,8686.08003090909,125.1272,81.4885,43.6386
New Zealand,1995,9012.525316363637,140.3735,85.2295,55.144
New Zealand,1996,8960.669305454547,139.9466,99.9669,39.9797
New Zealand,1997,9135.59092181818,160.2782,111.5722,48.706
New Zealand,1998,8834.879398181818,124.3007,89.4647,34.836
New Zealand,1999,9070.849061818182,129.8451,92.115,37.7301
New Zealand,2000,8966.02836909091,109.2238,85.3488,23.875
New Zealand,2001,9323.974681818181,128.1076,85.8434,42.2642
New Zealand,2002,9549.883820000001,148.0348,106.5096,41.5252
New Zealand,2003,9639.786072727271,181.3362,117.0696,64.2666
New Zealand,2004,9632.088945454545,188.5992,130.2467,58.3524
New Zealand,2005,9584.659301818181,271.8079,161.9188,109.8891
New Zealand,2006,9590.379158181819,238.7511,166.4903,72.2608
New Zealand,2007,9468.581505454546,257.8017,185.2466,72.5551
New Zealand,2008,9260.33548,211.4553,168.8213,42.6339
New Zealand,2009,9181.568854545454,191.5799,162.3656,29.2143
New Zealand,2010,9209.744545454545,311.5819,237.1735,74.4084
New Zealand,2011,9797.761476363636,397.5732,291.5247,106.0486
New Zealand,2012,10142.559876363635,428.3515,334.5104,93.8412
New Zealand,2013,10105.897981818182,397.7428,302.3818,95.3611
New Zealand,2014,10334.766729090908,419.7174,323.733,95.9844
New Zealand,2015,10105.634218181818,421.4198,336.9176,84.5022
New Zealand,2016,10598.13437818182,467.7975,342.2999,125.4976
New Zealand,2017,10650.759274545453,436.9904,353.2649,83.7255
New Zealand,2018,10579.605350909093,411.5058,332.9791,78.5267
New Zealand,2019,10656.618034545454,550.8087,431.4824,119.3263
New Zealand,2020,11189.610546296297,553.0455,356.8026,179.1617
New Zealand,2021,12728.232945238096,519.03,348.0714,151.8235
New Zealand,2022,12418.611690476191,482.19,342.0667,123.2179
Norway,1986,1413.4589727272726,2868.3211,115.9818,2507.086
Norway,1987,1391.2671818181818,2942.3099,116.2786,2625.5565
Norway,1988,1362.1487636363636,2854.2535,117.8499,2576.5766
Norway,1989,1367.9147818181818,2906.8913,124.4833,2607.5523
Norway,1990,3794.4768648148147,3027.387,129.688,2808.786
Norway,1991,3782.013909259259,3175.9916,126.3924,2932.9811
Norway,1992,3661.132025925926,2933.0649,131.56,2726.3811
Norway,1993,3819.0315944444446,2828.9878,126.3719,2653.6015
Norway,1994,3943.4072925925925,2654.6637,122.828,2531.8357
Norway,1995,3775.1761277777778,2468.7355,114.021,2301.0137
Norway,1996,3936.698705555555,2552.6262,133.2264,2347.8459
Norway,1997,4189.540222222222,2667.8239,111.321,2482.3936
Norway,1998,4192.826975925926,2729.2135,116.3744,2542.0429
Norway,1999,4287.170474074074,3044.6118,145.4676,2499.2499
Norway,2000,4226.47545,2668.0121,222.6179,2368.0703
Norway,2001,3732.2873629629635,2569.5204,124.79,2365.3047
Norway,2002,3588.0713037735845,3122.8099,165.1022,2881.9817
Norway,2003,4033.1465056603774,2923.1612,167.8772,2669.4802
Norway,2004,4287.004764150944,2612.6679,125.1316,2397.0305
Norway,2005,4304.884133962264,2691.9628,124.5256,2478.0299
Norway,2006,4278.037086792453,2596.2025,131.1115,2384.7015
Norway,2007,3808.5398018518517,2334.4968,130.22,2125.0821
Norway,2008,4415.2540759259255,2572.8786,126.7827,2373.7507
Norway,2009,4149.010342592593,2675.9201,129.2673,2468.1887
Norway,2010,4320.995051851852,2982.7448,155.1697,2743.9459
Norway,2011,3859.9508481481485,2925.1662,136.8922,2706.2287
Norway,2012,4323.79817962963,3354.115,165.5774,3104.0215
Norway,2013,4529.376175925926,3184.9993,169.5076,2933.1272
Norway,2014,4013.236987037037,3262.4663,164.3745,3010.4818
Norway,2015,4315.835383333333,3189.7422,148.2233,2937.5516
Norway,2016,3985.659977777778,3220.3738,142.2628,2961.1867
Norway,2017,4208.509659259259,2947.0248,147.5033,2681.5141
Norway,2018,4156.86860925926,3030.591,145.2692,2797.152
Norway,2019,3641.1597518518515,2886.8142,141.9172,2636.7906
Norway,2020,4057.6147433962265,2692.8234,132.4263,2443.8185
Norway,2021,5704.883685365854,2820.5159,141.7679,2533.1435
Norway,2022,5690.296639024391,3169.3187,144.6673,2810.5967
OECD,1986,355462.93361666665,260685.7939,22065.4887,219566.5506
OECD,1987,348137.99048333336,248909.2941,23049.4434,209031.0789
OECD,1988,345885.2121333333,238160.7504,24170.7399,195564.6773
OECD,1989,347917.2095583333,238327.2599,27778.4955,191031.4714
OECD,1990,1323883.951083721,236337.3222,29777.8276,188535.8699
OECD,1991,1322813.3383418603,262534.1809,32747.3614,211432.3642
OECD,1992,1329805.962860465,251231.1753,30728.4794,200895.6248
OECD,1993,1352437.7467720932,271013.6093,33069.4469,216429.596
OECD,1994,1368906.0418767442,275122.5664,31483.0081,222423.8106
OECD,1995,1386079.5204511627,253325.6524,36803.9056,197433.0224
OECD,1996,1417198.2532418603,248741.0095,34388.887,193755.3553
OECD,1997,1429586.8446093022,251501.9231,36775.9337,192360.3413
OECD,1998,1429610.0230209304,273126.4973,38099.6523,213001.8375
OECD,1999,1439889.1317302324,303317.5074,37044.2494,243523.8114
OECD,2000,1467139.1478,317434.2938,40836.7692,251791.6947
OECD,2001,1458652.0355930233,302488.202,40902.7761,235997.9189
OECD,2002,1456803.1574651161,295173.3663,38284.9454,230398.1911
OECD,2003,1459710.0675837211,266501.1655,34690.987,207408.8061
OECD,2004,1477611.6174534883,268034.0549,33002.7181,211951.3964
OECD,2005,1471164.4891813954,263489.6511,33996.1437,205702.5817
OECD,2006,1480041.3069744187,252210.8658,34969.3202,194196.8713
OECD,2007,1490578.8492255814,232518.518,32342.0311,178420.5681
OECD,2008,1463211.7389906978,231313.6727,36831.9244,172194.06
OECD,2009,1397014.3088906978,236319.5764,33801.3552,175646.8412
OECD,2010,1423365.083604651,262070.022,35396.3049,194537.2634
OECD,2011,1407807.6164511628,257762.9974,35296.8675,188717.4729
OECD,2012,1392974.0965790697,284599.8731,36792.9085,210317.9273
OECD,2013,1384439.088467442,263705.8966,38176.5166,187882.9212
OECD,2014,1377706.738583721,244612.9421,33794.9475,174590.5744
OECD,2015,1369085.1352511628,272116.0927,37705.306,191317.6262
OECD,2016,1387299.6550651162,276354.7257,38789.7689,194522.817
OECD,2017,1401831.0830023256,269677.9847,39761.5849,188151.236
OECD,2018,1406614.6392813954,273520.4094,38446.6007,195371.8813
OECD,2019,1379513.1403906976,282724.2204,40252.8584,201623.1671
OECD,2020,1294918.3639488372,294152.0508,42361.5976,204315.3726
OECD,2021,1345981.4119348838,304105.9023,42320.0359,205531.4428
OECD,2022,1343667.6546093023,317185.723,46042.1179,193703.1502
Philippines,1986,12304.134283333333,,,
Philippines,1987,12006.651733333334,,,
Philippines,1988,12398.472783333333,,,
Philippines,1989,12683.484158333333,,,
Philippines,1990,17496.445395348837,,,
Philippines,1991,17778.928625581397,,,
Philippines,1992,17865.176837209303,,,
Philippines,1993,18159.094823255815,,,
Philippines,1994,18105.50747755102,,,
Philippines,1995,20208.19843488372,,,
Philippines,1996,20983.74634651163,,,
Philippines,1997,21731.876137209303,,,
Philippines,1998,19880.73120232558,,,
Philippines,1999,21677.327534883723,,,
Philippines,2000,18642.467640816325,2971.5468,313.2487,2658.2981
Philippines,2001,22321.23056744186,2480.6666,217.9463,2262.7203
Philippines,2002,22512.86370232558,2377.5111,264.1867,2113.3244
Philippines,2003,22764.21159534884,1197.338,180.697,1016.641
Philippines,2004,23449.7437,1192.2325,152.5096,1039.7229
Philippines,2005,23325.9104627907,1699.1756,142.7588,1556.4168
Philippines,2006,22959.898074418605,2633.9694,181.7757,2452.1936
Philippines,2007,23770.439711627907,2809.2003,213.3025,2595.8978
Philippines,2008,24509.765427906976,2785.2608,274.6107,2510.6501
Philippines,2009,24837.444658139535,3857.9739,471.5192,3386.4547
Philippines,2010,25212.143946511627,4784.8436,645.2923,4139.5513
Philippines,2011,23825.90908372093,4029.2945,456.1453,3573.1491
Philippines,2012,24324.571555813953,6155.8889,868.9018,5286.9871
Philippines,2013,25216.878779069768,7299.5738,1040.7079,6258.8659
Philippines,2014,25747.518109302328,8051.2819,1134.2951,6916.9868
Philippines,2015,26452.859386046515,9014.7805,1388.0027,7626.7778
Philippines,2016,27421.248209302325,8505.6496,1404.0153,7101.6343
Philippines,2017,29339.933244186046,7937.1988,1368.5716,6568.6272
Philippines,2018,29847.337165116278,7805.3681,1439.5053,6365.8628
Philippines,2019,30070.922795348837,7551.1337,1242.5378,6308.5959
Philippines,2020,29429.26833488372,7266.0847,1512.4147,5753.67
Philippines,2021,30468.189558139537,7406.0023,1348.4686,6057.5337
Philippines,2022,31035.28260465116,8475.8523,1280.5488,7195.3034
Republic of Korea,1986,4383.477791666667,9644.5359,767.1114,8813.5056
Republic of Korea,1987,4286.232358333334,9212.9997,717.5387,8416.8419
Republic of Korea,1988,4166.560083333333,13014.5901,1368.792,11590.2842
Republic of Korea,1989,4257.109841666667,16891.5185,2458.5316,14359.2409
Republic of Korea,1990,20278.18481632653,15691.3485,2017.2084,13583.1448
Republic of Korea,1991,21859.29056530612,17063.0818,2039.0679,14845.7264
Republic of Korea,1992,23385.45233877551,15946.6604,1849.0995,13965.7937
Republic of Korea,1993,25893.263969387754,17069.6211,1911.3634,14912.6565
Republic of Korea,1994,27736.65239387755,19173.0113,2033.1009,16852.8825
Republic of Korea,1995,30054.1442,20390.2219,2318.1502,17757.5885
Republic of Korea,1996,32302.44845102041,20051.5995,2452.9664,17453.4461
Republic of Korea,1997,34585.74876326531,20228.8683,3448.5859,16488.0503
Republic of Korea,1998,29240.922606122447,12547.2201,2346.7009,9922.8211
Republic of Korea,1999,31658.658012244898,17999.6019,2240.7254,15670.6961
Republic of Korea,2000,34891.95688571428,21909.9341,2942.1358,18870.138
Republic of Korea,2001,33625.20611020408,17009.8509,2840.4854,14057.9428
Republic of Korea,2002,34691.58321836735,17274.7493,2943.5792,14236.463
Republic of Korea,2003,34447.52565714286,14858.0722,2798.2141,11836.2519
Republic of Korea,2004,35452.97727346939,16735.6019,2176.6097,14491.081
Republic of Korea,2005,34611.32576122449,19092.0686,2534.9866,16495.2013
Republic of Korea,2006,34778.58956530612,20018.158,2769.8382,17169.6997
Republic of Korea,2007,36822.827973469386,17569.8103,2549.5621,14984.4288
Republic of Korea,2008,37528.00184693877,14540.8175,1882.9453,12622.7872
Republic of Korea,2009,37713.646404081635,15102.6864,1864.3383,13201.9555
Republic of Korea,2010,42069.54704693878,16500.606,2271.4735,14198.0414
Republic of Korea,2011,44410.919889795914,17068.5739,1862.1564,15176.2156
Republic of Korea,2012,44733.76931632652,17993.2504,2247.5652,15711.7143
Republic of Korea,2013,45129.2399755102,17738.5066,2333.0247,15372.6733
Republic of Korea,2014,45055.047618367345,17594.3844,2231.3452,15330.9466
Republic of Korea,2015,45421.23546938776,21375.9074,2649.5557,18694.6386
Republic of Korea,2016,47569.135197959185,20033.5498,3220.1948,16785.1445
Republic of Korea,2017,54680.3023255814,22175.0445,3360.8241,18782.9948
Republic of Korea,2018,55599.729072093025,23000.6235,3410.8749,19558.0992
Republic of Korea,2019,54482.70840697675,21441.6212,3516.1389,17893.7915
Republic of Korea,2020,53269.17148372094,21995.7933,2849.4601,19119.8548
Republic of Korea,2021,55005.01269069768,25428.4616,2993.9269,22399.89
Republic of Korea,2022,54450.11223953488,22345.9821,3163.0041,19134.2944
Russian Federation,1986,,,,
Russian Federation,1987,,,,
Russian Federation,1988,,,,
Russian Federation,1989,,,,
Russian Federation,1990,,,,
Russian Federation,1991,,,,
Russian Federation,1992,170340.47305892856,,,
Russian Federation,1993,158105.2887517857,,,
Russian Federation,1994,136580.23988571428,,,
Russian Federation,1995,126278.46679107143,4859.9966,602.1503,4251.0232
Russian Federation,1996,119806.20432142857,5875.2991,599.9401,5274.905
Russian Federation,1997,107627.65870714285,11193.9565,3519.1707,7674.7858
Russian Federation,1998,101194.18288035714,1761.8897,585.0968,1176.7929
Russian Federation,1999,101043.72755178572,-223.2171,463.5183,-686.7353
Russian Federation,2000,100740.34571071427,1211.1796,593.4801,616.7346
Russian Federation,2001,68111.04608392857,4031.7325,854.5717,3152.4003
Russian Federation,2002,66757.51315357143,3506.5529,784.6111,2666.1431
Russian Federation,2003,70074.618675,4593.7155,709.2716,3821.3943
Russian Federation,2004,70692.96669464286,7269.2875,896.8945,6277.6815
Russian Federation,2005,71075.39413035715,5291.7055,812.0911,4352.5072
Russian Federation,2006,73226.56228035715,7008.9117,1262.8462,5610.1751
Russian Federation,2007,73649.635525,8855.0284,1573.6098,7026.8481
Russian Federation,2008,76718.90360178573,14540.5941,1600.003,12514.2434
Russian Federation,2009,64528.15562321428,12510.1327,1436.1567,10411.2481
Russian Federation,2010,69655.05576964286,12437.6575,1467.3975,10468.2227
Russian Federation,2011,85735.30951071429,10285.4934,1461.06,8155.6524
Russian Federation,2012,86893.53120357145,11467.116,1590.022,9368.0915
Russian Federation,2013,83951.86815892858,16893.3242,1963.1688,14114.9581
Russian Federation,2014,84808.76934642857,10052.2352,1595.2964,7930.5419
Russian Federation,2015,85313.86287321428,9827.7258,1297.3481,8199.1201
Russian Federation,2016,98239.17193392858,9322.9872,1287.8009,7797.4656
Russian Federation,2017,102923.3868,10312.9361,1610.0765,8428.4798
Russian Federation,2018,112745.09043571427,9332.8995,1602.422,7534.3707
Russian Federation,2019,110707.10260357142,8691.0908,1708.0142,6788.5099
Russian Federation,2020,121752.58040181818,7153.3167,1421.241,5578.4856
Russian Federation,2021,173868.7255860465,4588.253,1314.7626,2909.3909
Russian Federation,2022,180171.32936511628,4520.0695,1853.8495,1724.6738
South Africa,1986,7859.039808333334,,,
South Africa,1987,7874.620608333334,,,
South Africa,1988,8044.541249999999,,,
South Africa,1989,8270.62365,,,
South Africa,1990,38844.36412765957,,,
South Africa,1991,43641.38966097561,,,
South Africa,1992,40661.64361190476,,,
South Africa,1993,41710.12429047619,,,
South Africa,1994,39124.158070833335,,,
South Africa,1995,45509.62189285715,1639.4813,497.8217,1141.6597
South Africa,1996,46243.398883333335,1185.0857,413.8401,771.2456
South Africa,1997,48248.71815238095,1401.7813,333.6449,1068.1364
South Africa,1998,48010.8445047619,1141.7356,323.2861,818.4495
South Africa,1999,47659.81552619048,970.6288,303.6974,666.9313
South Africa,2000,47899.620350000005,769.8273,322.8249,447.0024
South Africa,2001,46726.19890930233,584.8699,278.8404,306.0295
South Africa,2002,46238.34660465117,1061.6851,260.222,801.4632
South Africa,2003,49747.1544255814,1021.3518,406.0881,615.2638
South Africa,2004,53452.87229767442,1274.1733,394.637,879.5363
South Africa,2005,52079.378558139535,1165.8788,436.6244,729.2544
South Africa,2006,54154.51993488372,1564.742,376.0548,1188.6873
South Africa,2007,56042.63979767443,1034.2146,267.9793,766.2352
South Africa,2008,58418.57981395349,666.3709,202.7334,463.6374
South Africa,2009,56717.49358372093,868.6846,209.376,659.3086
South Africa,2010,53369.94905454545,735.4522,247.2366,488.2155
South Africa,2011,54488.99609534884,959.5353,260.0091,699.5262
South Africa,2012,53338.879979545454,1160.4312,285.5422,874.8889
South Africa,2013,54695.51112790698,759.248,276.1525,483.0954
South Africa,2014,55833.50755116279,750.6807,280.4604,470.2203
South Africa,2015,50214.88067234043,1103.0412,312.203,790.8382
South Africa,2016,55104.60269285714,617.7429,252.1379,365.605
South Africa,2017,52665.903371111104,936.2918,280.7419,655.5499
South Africa,2018,54336.126104761905,1315.6116,276.8662,1038.7455
South Africa,2019,56412.010661904766,804.0998,273.7624,530.3374
South Africa,2020,53012.469040476186,909.8177,263.8459,645.9718
South Africa,2021,53442.011002380954,809.5868,272.8005,536.7862
South Africa,2022,51756.99735,1033.1421,257.6058,775.5363
Switzerland,1986,2148.2154,6712.4046,386.4356,5713.9203
Switzerland,1987,2104.2547,7259.7343,383.267,6230.2509
Switzerland,1988,2097.4850818181817,7587.2493,399.378,6548.2467
Switzerland,1989,2105.0487,6536.5951,380.5878,5515.7517
Switzerland,1990,4408.110092592593,6725.5873,387.3183,5594.6279
Switzerland,1991,4280.092405555555,6916.4343,393.0788,5825.0064
Switzerland,1992,4272.087357407408,6316.6174,367.8554,5227.4247
Switzerland,1993,4090.6299407407405,6964.1187,371.1168,5847.1275
Switzerland,1994,4151.79592037037,7046.117,389.1087,5966.1161
Switzerland,1995,4005.876812962963,6677.6729,385.9458,5571.9939
Switzerland,1996,3991.9531555555554,6749.6017,376.4546,5655.3988
Switzerland,1997,4096.762311111111,6484.4274,353.952,5570.4877
Switzerland,1998,4151.652794444444,6620.3849,341.1122,5664.5683
Switzerland,1999,4128.972081481481,6532.1847,318.0626,5799.4072
Switzerland,2000,4337.475424074074,6039.9086,342.5753,5529.742
Switzerland,2001,4284.999035185185,5681.6131,380.3747,5139.0671
Switzerland,2002,4068.743405555556,6263.3554,377.1526,5736.2755
Switzerland,2003,4036.4467851851855,5898.8089,355.7658,5404.4254
Switzerland,2004,4067.5605703703704,5772.2262,329.2587,5323.6704
Switzerland,2005,4153.561698148148,5358.4472,319.2223,4944.2932
Switzerland,2006,4237.238407407408,5286.499,403.706,4815.6601
Switzerland,2007,4051.8670611111115,4346.0454,406.9022,3884.4727
Switzerland,2008,4179.338440740741,4507.6217,405.0452,4055.868
Switzerland,2009,4172.761694444444,4859.1732,440.2216,4402.5819
Switzerland,2010,4051.9892814814816,4913.6447,505.3485,4406.0515
Switzerland,2011,3974.6031444444443,5124.533,568.6604,4551.8196
Switzerland,2012,3976.2453925925925,5370.5306,595.9076,4771.0544
Switzerland,2013,4143.974022222222,5106.2014,587.3293,4511.9649
Switzerland,2014,3937.8054296296295,6003.0309,600.6216,5398.7852
Switzerland,2015,3867.055066666667,6850.7254,691.3008,6155.2093
Switzerland,2016,3781.2581907407407,6811.495,671.6364,6135.4525
Switzerland,2017,3808.472711111111,6329.4363,662.1582,5662.9541
Switzerland,2018,3726.641414814815,5841.5455,657.9648,5179.7682
Switzerland,2019,3714.812537037037,6207.4539,673.683,5529.456
Switzerland,2020,3691.1817490566036,7032.8164,735.763,6280.6988
Switzerland,2021,4624.0806829268295,6460.1115,733.2885,5722.2901
Switzerland,2022,4639.67552,6362.5734,804.1581,5554.5307
Türkiye,1986,12518.886991666666,3072.3153,277.3811,2794.9342
Türkiye,1987,13025.1397,3842.2365,273.4467,3568.7897
Türkiye,1988,12911.905608333334,3630.2917,349.3858,3280.9059
Türkiye,1989,12882.453416666665,4574.528,647.0655,3927.4625
Türkiye,1990,17736.826423214286,6222.0527,840.8795,5381.1733
Türkiye,1991,16947.183198245613,10296.2866,2499.408,7796.8787
Türkiye,1992,17603.733289473683,8500.7066,1065.3243,7435.3823
Türkiye,1993,18089.221880701756,9446.79,2130.4613,7316.3287
Türkiye,1994,17394.99644736842,5648.9644,682.7593,4966.2051
Türkiye,1995,18479.529650877193,8017.0803,1802.2927,6214.7876
Türkiye,1996,19627.520442105266,8675.0552,2448.2637,6226.7914
Türkiye,1997,20268.810154385963,10925.5751,2988.911,7936.6642
Türkiye,1998,20604.826592982456,15003.3988,4723.456,10279.9428
Türkiye,1999,20604.96577017544,15486.0387,5731.0598,9754.979
Türkiye,2000,21773.790180701755,14758.7084,5307.2606,9451.4477
Türkiye,2001,18299.288059649123,14249.9587,4145.1998,10104.759
Türkiye,2002,18339.208377192983,12628.4826,2692.1559,9936.3267
Türkiye,2003,19184.89649122807,11462.5958,1430.1894,10032.4064
Türkiye,2004,19533.967854385966,10478.5348,1218.877,9259.6578
