Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions totals","076","Brazil","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","1450482.3069","E","Estimated value",""
"GT","Emissions totals","092","British Virgin Islands","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","34.5503","E","Estimated value",""
"GT","Emissions totals","096","Brunei Darussalam","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","1643.5628","E","Estimated value",""
"GT","Emissions totals","100","Bulgaria","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","13516.4542","E","Estimated value",""
"GT","Emissions totals","854","Burkina Faso","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","35404.1465","E","Estimated value",""
"GT","Emissions totals","108","Burundi","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","7761.1459","E","Estimated value",""
"GT","Emissions totals","132","Cabo Verde","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","336.8598","E","Estimated value",""
"GT","Emissions totals","116","Cambodia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","60806.7803","E","Estimated value",""
"GT","Emissions totals","120","Cameroon","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","52284.8045","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","287560.7875","E","Estimated value",""
"GT","Emissions totals","136","Cayman Islands","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","144.5945","E","Estimated value",""
"GT","Emissions totals","140","Central African Republic","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","54662.2163","E","Estimated value",""
"GT","Emissions totals","148","Chad","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","116616.3794","E","Estimated value",""
"GT","Emissions totals","830","Channel Islands","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","26.4523","E","Estimated value",""
"GT","Emissions totals","152","Chile","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","32631.8296","E","Estimated value",""
"GT","Emissions totals","159","China","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","2341782.67","E","Estimated value",""
"GT","Emissions totals","344","China, Hong Kong SAR","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","11854.6053","E","Estimated value",""
"GT","Emissions totals","446","China, Macao SAR","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","389.515","E","Estimated value",""
"GT","Emissions totals","156","China, mainland","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","2290852.2494","E","Estimated value",""
"GT","Emissions totals","158","China, Taiwan Province of","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","38686.3003","E","Estimated value",""
"GT","Emissions totals","170","Colombia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","195736.9376","E","Estimated value",""
"GT","Emissions totals","174","Comoros","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","310.5742","E","Estimated value",""
"GT","Emissions totals","178","Congo","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","14417.4311","E","Estimated value",""
"GT","Emissions totals","184","Cook Islands","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","21.7583","E","Estimated value",""
"GT","Emissions totals","188","Costa Rica","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","7900.3592","E","Estimated value",""
"GT","Emissions totals","384","Côte d'Ivoire","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","41438.5985","E","Estimated value",""
"GT","Emissions totals","191","Croatia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","8558.6176","E","Estimated value",""
"GT","Emissions totals","192","Cuba","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","19280.2072","E","Estimated value",""
"GT","Emissions totals","196","Cyprus","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","1753.3312","E","Estimated value",""
"GT","Emissions totals","203","Czechia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","21878.9473","E","Estimated value",""
"GT","Emissions totals","408","Democratic People's Republic of Korea","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","11814.7782","E","Estimated value",""
"GT","Emissions totals","180","Democratic Republic of the Congo","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","664163.4864","E","Estimated value",""
"GT","Emissions totals","208","Denmark","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","20554.4349","E","Estimated value",""
"GT","Emissions totals","262","Djibouti","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","1030.2588","E","Estimated value",""
"GT","Emissions totals","212","Dominica","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","83.5856","E","Estimated value",""
"GT","Emissions totals","214","Dominican Republic","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","22184.4029","E","Estimated value",""
"GT","Emissions totals","218","Ecuador","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","49628.7724","E","Estimated value",""
"GT","Emissions totals","818","Egypt","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","90369.5412","E","Estimated value",""
"GT","Emissions totals","222","El Salvador","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","6742.6283","E","Estimated value",""
"GT","Emissions totals","226","Equatorial Guinea","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","4445.354","E","Estimated value",""
"GT","Emissions totals","232","Eritrea","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","5606.6468","E","Estimated value",""
"GT","Emissions totals","233","Estonia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","9431.9945","E","Estimated value",""
"GT","Emissions totals","748","Eswatini","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","2429.4854","E","Estimated value",""
"GT","Emissions totals","231","Ethiopia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","175549.7049","E","Estimated value",""
"GT","Emissions totals","238","Falkland Islands (Malvinas)","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","6707.658","E","Estimated value",""
"GT","Emissions totals","234","Faroe Islands","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","706.5762","E","Estimated value",""
"GT","Emissions totals","242","Fiji","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","918.8938","E","Estimated value",""
"GT","Emissions totals","246","Finland","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","27101.8459","E","Estimated value",""
"GT","Emissions totals","250","France","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","169361.8175","E","Estimated value",""
"GT","Emissions totals","254","French Guiana","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","2796.0235","E","Estimated value",""
"GT","Emissions totals","258","French Polynesia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","166.8323","E","Estimated value",""
"GT","Emissions totals","266","Gabon","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","7615.5422","E","Estimated value",""
"GT","Emissions totals","270","Gambia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","1975.5382","E","Estimated value",""
"GT","Emissions totals","268","Georgia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","5574.5053","E","Estimated value",""
"GT","Emissions totals","276","Germany","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","179032.2027","E","Estimated value",""
"GT","Emissions totals","288","Ghana","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","20141.3816","E","Estimated value",""
"GT","Emissions totals","292","Gibraltar","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","98.0175","E","Estimated value",""
"GT","Emissions totals","300","Greece","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","22696.4374","E","Estimated value",""
"GT","Emissions totals","304","Greenland","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","227.7647","E","Estimated value",""
"GT","Emissions totals","308","Grenada","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","125.7141","E","Estimated value",""
"GT","Emissions totals","312","Guadeloupe","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","191.6726","E","Estimated value",""
"GT","Emissions totals","316","Guam","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","12.5719","E","Estimated value",""
"GT","Emissions totals","320","Guatemala","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","22432.8015","E","Estimated value",""
"GT","Emissions totals","324","Guinea","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","37448.4063","E","Estimated value",""
"GT","Emissions totals","624","Guinea-Bissau","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","4036.4667","E","Estimated value",""
"GT","Emissions totals","328","Guyana","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","16045.2274","E","Estimated value",""
"GT","Emissions totals","332","Haiti","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","12620.9473","E","Estimated value",""
"GT","Emissions totals","336","Holy See","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","0.1543","E","Estimated value",""
"GT","Emissions totals","340","Honduras","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","17498.0226","E","Estimated value",""
"GT","Emissions totals","348","Hungary","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","26034.1992","E","Estimated value",""
"GT","Emissions totals","352","Iceland","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","2519.0625","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","1309907.1156","E","Estimated value",""
"GT","Emissions totals","360","Indonesia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","788787.3947","E","Estimated value",""
"GT","Emissions totals","364","Iran (Islamic Republic of)","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","141206.9368","E","Estimated value",""
"GT","Emissions totals","368","Iraq","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","28989.1775","E","Estimated value",""
"GT","Emissions totals","372","Ireland","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","40717.9439","E","Estimated value",""
"GT","Emissions totals","833","Isle of Man","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","49.5455","E","Estimated value",""
"GT","Emissions totals","376","Israel","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","18097.424","E","Estimated value",""
"GT","Emissions totals","380","Italy","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","135656.1902","E","Estimated value",""
"GT","Emissions totals","388","Jamaica","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","4476.3981","E","Estimated value",""
"GT","Emissions totals","392","Japan","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","161194.0592","E","Estimated value",""
"GT","Emissions totals","400","Jordan","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","8465.3062","E","Estimated value",""
"GT","Emissions totals","398","Kazakhstan","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","58224.4772","E","Estimated value",""
"GT","Emissions totals","404","Kenya","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","64383.7378","E","Estimated value",""
"GT","Emissions totals","296","Kiribati","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","31.9785","E","Estimated value",""
"GT","Emissions totals","414","Kuwait","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","12169.6083","E","Estimated value",""
"GT","Emissions totals","417","Kyrgyzstan","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","7828.6141","E","Estimated value",""
"GT","Emissions totals","418","Lao People's Democratic Republic","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","28159.3761","E","Estimated value",""
"GT","Emissions totals","428","Latvia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","10717.6836","E","Estimated value",""
"GT","Emissions totals","422","Lebanon","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","7268.7314","E","Estimated value",""
"GT","Emissions totals","426","Lesotho","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","1630.4828","E","Estimated value",""
"GT","Emissions totals","430","Liberia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","15047.7562","E","Estimated value",""
"GT","Emissions totals","434","Libya","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","11784.7004","E","Estimated value",""
"GT","Emissions totals","438","Liechtenstein","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","32.5698","E","Estimated value",""
"GT","Emissions totals","440","Lithuania","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","22407.5698","E","Estimated value",""
"GT","Emissions totals","442","Luxembourg","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","1618.8114","E","Estimated value",""
"GT","Emissions totals","450","Madagascar","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","37490.0436","E","Estimated value",""
"GT","Emissions totals","454","Malawi","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","18728.8397","E","Estimated value",""
"GT","Emissions totals","458","Malaysia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","120360.4351","E","Estimated value",""
"GT","Emissions totals","462","Maldives","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","308.8423","E","Estimated value",""
"GT","Emissions totals","466","Mali","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","40468.8831","E","Estimated value",""
"GT","Emissions totals","470","Malta","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","627.0883","E","Estimated value",""
"GT","Emissions totals","584","Marshall Islands","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","25.4947","E","Estimated value",""
"GT","Emissions totals","474","Martinique","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","113.0717","E","Estimated value",""
"GT","Emissions totals","478","Mauritania","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","12156.4174","E","Estimated value",""
"GT","Emissions totals","480","Mauritius","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","1791.4919","E","Estimated value",""
"GT","Emissions totals","175","Mayotte","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","28.3416","E","Estimated value",""
"GT","Emissions totals","484","Mexico","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","238451.74","E","Estimated value",""
"GT","Emissions totals","583","Micronesia (Federated States of)","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","94.9727","E","Estimated value",""
"GT","Emissions totals","492","Monaco","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","6.3041","E","Estimated value",""
"GT","Emissions totals","496","Mongolia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","60797.8402","E","Estimated value",""
"GT","Emissions totals","499","Montenegro","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","1056.8381","E","Estimated value",""
"GT","Emissions totals","500","Montserrat","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","28.8381","E","Estimated value",""
"GT","Emissions totals","504","Morocco","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","45980.3878","E","Estimated value",""
"GT","Emissions totals","508","Mozambique","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","83274.6035","E","Estimated value",""
"GT","Emissions totals","104","Myanmar","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","178164.8471","E","Estimated value",""
"GT","Emissions totals","516","Namibia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","19156.2378","E","Estimated value",""
"GT","Emissions totals","520","Nauru","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","15.7215","E","Estimated value",""
"GT","Emissions totals","524","Nepal","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","36599.1259","E","Estimated value",""
"GT","Emissions totals","528","Netherlands (Kingdom of the)","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","60114.6425","E","Estimated value",""
"GT","Emissions totals","540","New Caledonia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","461.861","E","Estimated value",""
"GT","Emissions totals","554","New Zealand","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","54773.1111","E","Estimated value",""
"GT","Emissions totals","558","Nicaragua","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","36393.5199","E","Estimated value",""
"GT","Emissions totals","562","Niger","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","42394.0902","E","Estimated value",""
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","220681.1749","E","Estimated value",""
"GT","Emissions totals","570","Niue","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","2.4175","E","Estimated value",""
"GT","Emissions totals","574","Norfolk Island","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","0.0352","E","Estimated value",""
"GT","Emissions totals","807","North Macedonia","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","3490.1244","E","Estimated value",""
"GT","Emissions totals","580","Northern Mariana Islands","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","929.8695","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","15024.7239","E","Estimated value",""
"GT","Emissions totals","512","Oman","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","11630.0356","E","Estimated value",""
"GT","Emissions totals","586","Pakistan","723113","Emissions (CO2eq) (AR5)","6518","Agrifood systems","2022","2022","3050","FAO TIER 1","kt","290585.8927","E","Estimated value",""
